match_hash,seen_utc,market_family,subject,line,selection,odds,enabled,is_opening
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,12.5,over,1.43,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,12.5,under,2.59,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,13.5,over,1.61,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,13.5,under,2.17,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,14.5,over,1.86,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,14.5,under,1.86,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,15.5,over,2.15,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,15.5,under,1.63,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,16.5,over,2.52,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,A.Zverev,16.5,under,1.45,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,13.5,over,1.45,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,13.5,under,2.52,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,14.5,over,1.63,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,14.5,under,2.14,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,15.5,over,1.86,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,15.5,under,1.86,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,16.5,over,2.13,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,16.5,under,1.64,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,17.5,over,2.47,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,17.5,under,1.47,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,18.5,over,2.91,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,player_ou,B.Shelton,18.5,under,1.35,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,25.5,over,1.36,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,25.5,under,2.87,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,26.5,over,1.44,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,26.5,under,2.57,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,27.5,over,1.53,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,27.5,under,2.33,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,28.5,over,1.64,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,28.5,under,2.12,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,29.5,over,1.77,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,29.5,under,1.96,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,30.5,over,1.91,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,30.5,under,1.81,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,31.5,over,2.06,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,31.5,under,1.68,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,32.5,over,2.24,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,32.5,under,1.57,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,33.5,over,2.44,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,33.5,under,1.48,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,34.5,over,2.68,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,total_ou,,34.5,under,1.41,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,who_more,,,A.Zverev,2.17,1,1
M-5660fdfdf4,2026-09-12T07:56:01Z,who_more,,,B.Shelton,1.61,1,1
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,12.5,over,1.44,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,12.5,under,2.58,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,13.5,over,1.62,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,13.5,under,2.16,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,15.5,over,2.16,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,15.5,under,1.62,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,A.Zverev,16.5,over,2.53,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,B.Shelton,13.5,over,1.46,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,B.Shelton,13.5,under,2.51,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,B.Shelton,14.5,under,2.13,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,B.Shelton,16.5,under,1.63,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,player_ou,B.Shelton,18.5,over,2.92,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,25.5,under,2.86,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,26.5,under,2.56,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,27.5,over,1.54,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,27.5,under,2.32,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,29.5,under,1.95,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,30.5,under,1.8,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,31.5,over,2.07,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,32.5,over,2.25,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,33.5,over,2.45,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,34.5,over,2.7,1,0
M-5660fdfdf4,2026-09-12T08:02:06Z,total_ou,,34.5,under,1.4,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,12.5,over,1.55,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,12.5,under,2.28,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,13.5,over,1.79,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,13.5,under,1.93,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,14.5,over,2.08,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,14.5,under,1.67,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,15.5,over,2.45,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,15.5,under,1.48,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,16.5,over,2.95,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,player_ou,A.Zverev,16.5,under,1.34,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,25.5,over,1.41,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,25.5,under,2.66,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,26.5,over,1.5,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,26.5,under,2.39,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,27.5,over,1.61,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,27.5,under,2.18,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,28.5,over,1.73,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,28.5,under,1.99,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,29.5,over,1.88,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,29.5,under,1.84,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,30.5,over,2.03,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,30.5,under,1.71,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,31.5,over,2.21,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,31.5,under,1.59,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,32.5,over,2.41,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,32.5,under,1.5,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,33.5,over,2.65,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,33.5,under,1.41,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,34.5,over,2.94,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,total_ou,,34.5,under,1.34,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,who_more,,,A.Zverev,2.48,1,0
M-5660fdfdf4,2026-09-12T08:03:06Z,who_more,,,B.Shelton,1.47,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,12.5,over,1.62,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,12.5,under,2.16,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,13.5,over,1.87,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,13.5,under,1.84,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,14.5,over,2.19,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,14.5,under,1.6,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,15.5,over,2.6,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,15.5,under,1.43,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,16.5,over,3.17,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,player_ou,A.Zverev,16.5,under,1.3,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,25.5,over,1.44,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,25.5,under,2.58,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,26.5,over,1.53,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,26.5,under,2.32,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,27.5,over,1.64,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,27.5,under,2.12,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,28.5,over,1.77,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,28.5,under,1.95,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,29.5,over,1.92,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,29.5,under,1.8,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,30.5,over,2.08,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,30.5,under,1.67,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,31.5,over,2.27,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,31.5,under,1.56,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,32.5,over,2.49,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,32.5,under,1.47,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,33.5,over,2.74,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,33.5,under,1.39,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,34.5,over,3.05,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,total_ou,,34.5,under,1.32,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,who_more,,,A.Zverev,2.63,1,0
M-5660fdfdf4,2026-09-12T08:04:11Z,who_more,,,B.Shelton,1.42,1,0
M-5660fdfdf4,2026-09-12T08:06:11Z,player_ou,A.Zverev,11.5,over,1.42,1,1
M-5660fdfdf4,2026-09-12T08:06:11Z,player_ou,A.Zverev,11.5,under,2.62,1,1
M-5660fdfdf4,2026-09-12T08:06:11Z,total_ou,,24.5,over,1.35,1,1
M-5660fdfdf4,2026-09-12T08:06:11Z,total_ou,,24.5,under,2.89,1,1
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,11.5,over,1.46,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,11.5,under,2.5,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,12.5,over,1.67,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,12.5,under,2.08,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,13.5,over,1.94,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,13.5,under,1.78,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,14.5,over,2.29,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,14.5,under,1.55,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,15.5,over,2.74,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,15.5,under,1.39,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,16.5,over,3.37,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,A.Zverev,16.5,under,1.27,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,13.5,over,1.49,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,13.5,under,2.41,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,14.5,over,1.68,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,14.5,under,2.06,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,15.5,over,1.92,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,15.5,under,1.8,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,16.5,over,2.21,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,16.5,under,1.59,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,17.5,over,2.58,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,17.5,under,1.43,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,18.5,over,3.07,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,player_ou,B.Shelton,18.5,under,1.32,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,24.5,over,1.39,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,24.5,under,2.75,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,25.5,over,1.48,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,25.5,under,2.46,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,26.5,over,1.58,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,26.5,under,2.23,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,27.5,over,1.7,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,27.5,under,2.03,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,28.5,over,1.85,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,28.5,under,1.87,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,29.5,over,2.0,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,29.5,under,1.73,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,30.5,over,2.18,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,30.5,under,1.61,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,31.5,over,2.38,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,31.5,under,1.51,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,32.5,over,2.62,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,32.5,under,1.42,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,33.5,over,2.91,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,33.5,under,1.35,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,34.5,over,3.26,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,total_ou,,34.5,under,1.29,1,0
M-5660fdfdf4,2026-09-12T08:08:11Z,who_more,,,A.Zverev,2.64,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,11.5,over,1.5,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,11.5,under,2.39,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,12.5,over,1.73,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,12.5,under,2.0,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,13.5,over,2.02,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,13.5,under,1.71,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,14.5,over,2.4,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,14.5,under,1.5,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,15.5,over,2.9,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,A.Zverev,15.5,under,1.35,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,13.5,over,1.54,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,13.5,under,2.31,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,14.5,over,1.74,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,14.5,under,1.98,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,15.5,over,2.0,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,15.5,under,1.73,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,16.5,over,2.31,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,16.5,under,1.54,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,17.5,over,2.72,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,17.5,under,1.4,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,18.5,over,3.26,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,player_ou,B.Shelton,18.5,under,1.29,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,24.5,over,1.43,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,24.5,under,2.61,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,25.5,over,1.52,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,25.5,under,2.34,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,26.5,over,1.64,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,26.5,under,2.13,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,27.5,over,1.77,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,27.5,under,1.95,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,28.5,over,1.92,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,28.5,under,1.8,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,29.5,over,2.09,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,29.5,under,1.66,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,30.5,over,2.29,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,30.5,under,1.55,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,31.5,over,2.51,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,31.5,under,1.46,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,32.5,over,2.78,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,32.5,under,1.38,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,33.5,over,3.11,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,33.5,under,1.31,1,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,34.5,over,,0,0
M-5660fdfdf4,2026-09-12T08:09:16Z,total_ou,,34.5,under,,0,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,11.5,over,1.62,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,11.5,under,2.16,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,12.5,over,1.9,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,12.5,under,1.82,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,13.5,over,2.24,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,13.5,under,1.57,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,14.5,over,2.7,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,14.5,under,1.4,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,15.5,over,3.35,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,player_ou,A.Zverev,15.5,under,1.28,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,24.5,over,1.48,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,24.5,under,2.46,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,25.5,over,1.58,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,25.5,under,2.22,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,26.5,over,1.71,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,26.5,under,2.02,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,27.5,over,1.86,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,27.5,under,1.86,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,28.5,over,2.02,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,28.5,under,1.71,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,29.5,over,2.21,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,29.5,under,1.59,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,30.5,over,2.43,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,30.5,under,1.49,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,31.5,over,2.68,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,31.5,under,1.41,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,32.5,over,2.99,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,32.5,under,1.33,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,33.5,over,3.37,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,total_ou,,33.5,under,1.27,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,who_more,,,A.Zverev,3.0,1,0
M-5660fdfdf4,2026-09-12T08:10:16Z,who_more,,,B.Shelton,1.33,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,13.5,over,1.6,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,13.5,under,2.19,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,14.5,over,1.83,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,14.5,under,1.89,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,15.5,over,2.11,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,15.5,under,1.65,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,16.5,over,2.46,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,16.5,under,1.48,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,17.5,over,2.93,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,17.5,under,1.35,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,18.5,over,,0,0
M-5660fdfdf4,2026-09-12T08:11:16Z,player_ou,B.Shelton,18.5,under,,0,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,24.5,over,1.51,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,24.5,under,2.37,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,25.5,over,1.63,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,25.5,under,2.15,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,26.5,over,1.76,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,26.5,under,1.96,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,27.5,over,1.92,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,27.5,under,1.8,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,28.5,over,2.09,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,28.5,under,1.66,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,29.5,over,2.29,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,29.5,under,1.55,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,30.5,over,2.52,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,30.5,under,1.45,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,31.5,over,2.81,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,31.5,under,1.37,1,0
M-5660fdfdf4,2026-09-12T08:11:16Z,total_ou,,32.5,over,3.15,1,0
